Taquara;Bar do Gallo;Rua Cidade do Rio, 185 | Taquara, Rio de Janeiro - RJ;Ôxente Iguaria de banana-da-terra, recheada de carne-seca e finalizada com queijo coalho e pimenta-biquinho.
Vila Isabel;Bar do Gilson;Rua Sousa Franco, 386 | Vila Isabel, Rio de Janeiro - RJ;Cupim na madeira Suculenta carne desfiada com toque especial de queijo coalho e pimenta-biquinho. Acompanha tortilha ao alecrim.
Grajaú;Bar do Mariano;Rua Professor Valadares, 78 | Grajaú, Rio de Janeiro - RJ;O clone Cones recheados com delicioso creme de bacalhau com rodela de azeitona
Santa Teresa;Bar do Mineiro;Rua Paschoal Carlos Magno, 99 | Santa Teresa, Rio de Janeiro - RJ;Mocoteco 25 Bolinho de mocotó.
Jacarepaguá;Bar do Thomaz;Rua Jerônimo Serqueira, 26 | Jacarepaguá, Rio de Janeiro - RJ;Biricutico quântico Carne assada desfiada, tão deliciosa que chega a ser um pecado de tão quântica. Com ela vem um mix de raízes e um molho que é segredo da
Santa Teresa;Bar do Tino;Rua Almirante Alexandrino, 3780 | Santa Teresa, Rio de Janeiro - RJ;Costela com defumação sem armação Tiras de costelas suínas defumadas (ribs) empanadas com rosti de batata.
Paquetá;Bar do Zé Ilha de Paquetá;Rua Padre Juvenal, 5 | Paquetá, Rio de Janeiro - RJ;Barco do Zé Batatas ASTERIX fritas, com uma camada de cream cheese com 3 recheios diferentes: bacalhau à portuguesa (bacalhau, cebola, azeitona e azeite);
Grajaú;Bar du Barão;Rua Castro Barbosa, 36  | Grajaú, Rio de Janeiro - RJ;Mineirin Mermo! Delicioso ragu de pernil desfiado acompanhado de barbecue de goiabada e crostini de pão de queijo.
Maria da Graça;Bar Limão com Mel;Rua Conde de Azambuja, 420 | Maria da Graça, Rio de Janeiro - RJ;Farra do Porquinho Farofa de flocos de milho com torresmo triturado, acompanhada de tiras de panceta suína e cebola-roxa salteada na manteiga nordestina.
Humaitá;Bar Palhinha;Rua Humaitá, 12 | Humaitá, Rio de Janeiro - RJ;Raízes Mineiras Casquinha de parmesão recheada com um delicioso creme de raízes (mandioca, cará e cenoura) e copa lombo desfiado, finalizado com crispy de
Irajá;Bar Peixaria Divina Providência;Avenida Monsenhor Félix, 565 | Irajá, Rio de Janeiro - RJ;A maluca virou Campeã 3 Coxinhas de bacalhau – deliciosa receita da minha mãe portuguesa –, um bolinho de bacalhau tradicional, recheado com muito bacalhau e
Cidade Nova;Bar Sambódromo;Avenida Salvador de Sá, 77 | Cidade Nova, Rio de Janeiro - RJ;Lambuza Katsu sando: copa lombo curado e empanado, acompanhado de salada de repolho e picles de pepino no pão brioche e finalizados com maionese especial,
Vila Isabel;Beneh Gastrobar;Rua Dona Maria, 9 | Vila Isabel, Rio de Janeiro - RJ;Dupla Nostalgia 2 sanduíches de buteco: carne assada desfiada com mostarda dijon e picles; sanduíche de linguiça artesanal regado ao molho Beneh.
Méier;Biricutico Bar e Botequim;Rua Magalhães Couto, 356 | Méier, Rio de Janeiro - RJ;Ora bolas! Que croquete atrevido. Croquete feito com blend de carnes bovina e suína, tempero caseiro, recheado com mix de queijos, acompanhado de confit de
N/D;Biroska do Camarão;Rua Antônio Sales, 4 | Rio de Janeiro - RJ;Marítimo Da Z 10 Purê de batata-baroa, com frutos do mar (camarão, lula e mexilhão). Acompanha molho de coco.
Vila Valqueire;Bistrô Aconchego;Rua das Rosas, 1500 | Vila Valqueire, Rio de Janeiro - RJ;De repente 25! Massinha de aipim crocante recheado com copa lombo defumado por 12 horas ao molho de cream cheese, alho-poró e cebola-roxa caramelizada.
Méier;Bobô Bar;Rua Manuela Barbosa, 45 | Méier, Rio de Janeiro - RJ;Bovoloko Bolovo de costela, com creme de provolone, acompanhado de uma geleia de pimenta da casa.
Vila da Penha;Boemia Social Clube;Avenida Oliveira Belo, 1180 | Vila da Penha, Rio de Janeiro - RJ;Caponata ao estilo da dona Olinda Caponata de beringela com lascas de bacalhau, servida numa caminha de aipim com queijo coalho e acompanhada de uma tapenade
Lapa;Booze Bar;Avenida Mem de Sá, 63 | Lapa, Rio de Janeiro - RJ;Cupcake de Costela Cupcake de aipim recheado com ragu de costela e cream cheese, finalizado com crispy de alho-poró e farofa crocante de nozes.
Engenho de Dentro;Boteco Boca Miúda;Rua Doutor Bulhões, 833 | Engenho de Dentro, Rio de Janeiro - RJ;Deu Porquinho na Festa do CDB! Coxinha de pernil sem massa, bem suculento e desfiado, recheada de mix de queijos cremoso, empanado na panko e servido com
Lapa;Boteco Carioquinha;Avenida Gomes Freire, 822 | Lapa, Rio de Janeiro - RJ;Mamaminha de Boteco Fatias de maminha bovina, defumadas na casa, cozidas, servidas com molho do cozimento, acompanhadas com delicioso molho de queijos.
Grajaú;Boteco do Raoni;Rua Barão de Mesquita, 965 | Grajaú, Rio de Janeiro - RJ;Falsa magra Croquete de barriga de porco com queijo meia cura e amendoim, acompanha chutney de laranja com pimenta.
Jardim Guanabara;Boteco Jardim;Rua Cambaúba, 1153 | Jardim Guanabara, Rio de Janeiro - RJ;BUTICU di BUTECO Sanduíche de peito bovino assado lentamente no forno a lenha, picles de cebola-roxa e maionese verde.
Andaraí;Boteco Vou Demais;Rua Paula Brito, 240 | Andaraí, Rio de Janeiro - RJ;Nordestino Carne-seca desfiada acebolada, puxada no alho frito. Servida com massa de aipim assada e lasca de queijo coalho e manteiga de garrafa.
Andaraí;Boteko do Cadico;Rua Barão de Itaipu, 30 | Andaraí, Rio de Janeiro - RJ;Pegadinha do Cadico Carne desfiada com cebola caramelizada sob tijolinho de aipim especial, cobertura de mussarela e alho-poró crispy.
Copacabana;Botequim Chega Mais;Rua Barata Ribeiro, 247 | Copacabana, Rio de Janeiro - RJ;Boi Desfiado Carne bovina assada macia e suculenta, desfiada, temperada no padrão, servida com torradas no azeite.
Olaria;Botequim Rio Antigo;Rua Uranos, 1489 | Olaria, Rio de Janeiro - RJ;Linguiça no jiló Canoa de jiló em crosta de parmesão crocante e recheada com ragu de calabresa com vinho tinto.
N/D;Brazuca;Rua Luís Sá, 205 | Rio de Janeiro - RJ;Duas pitadas de amor, eu e você, juntando a fome com a vontade de comer. Costela bovina desfiada com a crocância da polenta frita e do crispy de cebola,
Vila Isabel;Buteco Ovo Frito;Rua Teodoro da Silva, 280 | Vila Isabel, Rio de Janeiro - RJ;Oxente Ligeirinho Quesadilla recheada com carne-seca acebolada preparada na manteiga de garrafa, com queijo derretido. Acompanha uma refrescante salsa de
Andaraí;Buteko em Nome do Pai e do Filho;Rua Barão de Mesquita, 893 | Andaraí, Rio de Janeiro - RJ;Pig Cream Massa crocante em formato de cone com recheio cremoso de porco e especiarias, finalizado com granulado de torresmo e pimenta biquinho.
Vila Isabel;Cabeça de Bagre;Rua Sousa Franco, 254 | Vila Isabel, Rio de Janeiro - RJ;Porquinho que dorme, a onda leva Mistura da terra e mar, nosso pão de queijo típico mineiro, servido frito, recheado com barriga de porco defumada cozida com
Cachambi;Cachambeer;Rua Cachambi, 475 | Cachambi, Rio de Janeiro - RJ;Trio de sucesso, nos 25 anos do CDB. Costela no bafo assada em ervas finas, porquinho embriagado e cubos de suculenta pancetta, servidos com farofa de bacon e
Copacabana;Caju GastroBar;Rua Barata Ribeiro, 2 | Copacabana, Rio de Janeiro - RJ;Nó, que trem bão! Releitura da tradicional carne na lata com quitutes mineiros que todo brasileiro ama: minimedalhões de mignon suíno com bacon, preparados
Tubiacanga;Capitania dos Copos;Rua Praia de Tubiacanga, 24 | Tubiacanga, Rio de Janeiro - RJ;Camarão metido a besta O petisco é uma evolução do nosso tradicional "Camarão à Tubiacanga", porém com um toque a mais: um refogado de lulas cozidas na cachaça.
Méier;Casarão da Julião;Rua Engenheiro Julião Castelo, 165 | Méier, Rio de Janeiro - RJ;Minha Bagagem Espetinho de linguiça temperada, recheado com costela desfiada e queijo.
Vila da Penha;Churraxcou;Rua Antônio Storino, 161 | Vila da Penha, Rio de Janeiro - RJ;Churrax de Coxinha Coxinha recheada de carne de churrasco, muçarela e Catupiry, servida com maionese de alho caseira.
Centro;Contemporâneo Lapa;Avenida Gomes Freire, 625 | Centro, Rio de Janeiro - RJ;Deu no Rádio É uma panelinha de tropeiro, pernil de panela na cachaça e uma farofa de torresmo pururuca. Acompanha um pesto de limão.
Portuguesa;Crepe & Cevada;Avenida do Magistério, S/N | Portuguesa, Rio de Janeiro - RJ;Lampião Carne de sol com purê de aipim e creme de queijo.
Barra da Tijuca;Deck Bar;Alameda dos Ingás, 190 | Barra da Tijuca, Rio de Janeiro - RJ;Mistério da Terra e a profundeza do Mar Massa folhada de aipim crocante com frutos do mar.
Benfica;Dom Pedro;Rua Francisco Manuel, 31 | Benfica, Rio de Janeiro - RJ;Porquinho da Noruega Croquete de bacalhau, envolto com muçarela e bacon fatiado, empanado na farinha Panko.
N/D;Empório do Bacalhau;Rua Professor Paula Aquiles, 4 |  Rio de Janeiro - RJ;Invasão do mar nas bodas do CDB Bolinho de bacalhau recheado com mix de frutos do mar.
Benfica;Empório Quintana Boteco;Rua Capitão Félix, 110 | Benfica, Rio de Janeiro - RJ;Beagá Anguzinho com queijo e rabadinha desfiada. Finalizado com agrião.
Jacarepaguá;Empório Santa Oliva;Avenida Tenente-Coronel Muniz de Aragão, 26 | Jacarepaguá, Rio de Janeiro - RJ;AM & FM Dois bolinhos: AM & FM. AM: massa de moranga direto das Gerais; recheio de carne-seca, couve mineira e queijo coalho (sem glúten). FM: massa
Grajaú;Esconderijo Bar;Rua Itabaiana, 8 | Grajaú, Rio de Janeiro - RJ;Camarão Puro Malte Sanduíche de baguete de cerveja preta recheado de camarão flambado no vinho branco, com molho de tomate artesanal coberto de muçarela
Ramos;Feliz Chopp e Grill;Rua Felisbelo Freire, 296 | Ramos, Rio de Janeiro - RJ;Pururuca à Italiana Espetinho de torresmo e provolone com molho de mostarda e gengibre
Cachambi;Folia do Boi;Rua Cachambi, 253 | Cachambi, Rio de Janeiro - RJ;Bodas de Sabor Bolinho de arroz crocante e cremoso com camarão, acrescido de Catupiry, parmesão, salsa e cebolinha.
Freguesia (Jacarepaguá);Formigueiro Brasa e Fogão;Rua Araguaia, 603 | Freguesia (Jacarepaguá), Rio de Janeiro - RJ;Butencando de Norte a Sul Canapé de mandioca frito, com um ragu de cupim com cerveja preta em cima, finalizado com molho de açaí e pimenta-dedo-de-moça.
Rio Comprido;Galeto na Brasa;Rua Dona Cecília, 39 | Rio Comprido, Rio de Janeiro - RJ;Canudo de Galeto Canudos recheados com galeto, feitos com massa de pastel e recheio de galeto.
Vila da Penha;Gastrô Bar da Família;Rua do Trabalho, 370 | Vila da Penha, Rio de Janeiro - RJ;Sanduba de Cria Clássico sanduíche de pernil desfiado, marinado com especiarias e feito na cebola caramelizada. Servido no pão artesanal com manteiga especial
Tijuca;Guay;Rua Almirante Cochrane, 67 | Tijuca, Rio de Janeiro - RJ;Croquetes Cariocas Croquetes de arroz de rabada acompanhados de aioli para "xuxar".
Vila Valqueire;Hora Extra Bar Gourmet;Rua Arcozelo, 60 | Vila Valqueire, Rio de Janeiro - RJ;Explosão Suína Trouxinha de linguiça artesanal suína assada, sem pele, temperada com cebola, recheada com queijo catupiry e muçarela, envolvida em fatias
N/D;Ladeira 7 Bar;Ladeira do João Homem, 7 - Saúde | Rio de Janeiro - RJ;Bolinho da Ladeira Bolinho de carne moída recheado com muçarela derretida, acompanhado de geleia de goiaba artesanal.
Leme;Leme Light;Rua Gustavo Sampaio, 795 | Leme, Rio de Janeiro - RJ;Bodas de Prato Costelinha suína desfiada ao molho de barbecue de goiabada, servida sobre massinha assada de feijão-tropeiro. Finalizado com queijo canastra
Vila Isabel;Meat in Vila;Rua Visconde de Abaeté, 139 | Vila Isabel, Rio de Janeiro - RJ;Tempero Mineiro Aipim cremoso com ragu de costela com queijo coalho.
Méier;Medina Pressão;Rua Medina, 24 | Méier, Rio de Janeiro - RJ;Extouro Massa crocante assada, costela de boi desfiada, agrião, molho aligot gratidão com uma boa pimenta da casa picante.
Grajaú;Nasceu do Sol;Rua Barão de Mesquita, 1039 | Grajaú, Rio de Janeiro - RJ;Embarcados Bolinho de risoto de camarão com alho-poró e Catupiry. Acompanha molho sour cream feito com limão-siciliano.
Praça da Bandeira;Noo Cachaçaria;Rua Barão de Iguatemi, 358 | Praça da Bandeira, Rio de Janeiro - RJ;Torresmo Fake na baroa Cremosa Creme de batata-baroa e creme de queijo, com farofa crocante de panko e torresmo de cogumelo crocante.
Santa Teresa;Novooeste;Rua Paschoal Carlos Magno, 90 | Santa Teresa, Rio de Janeiro - RJ;Caldinho e Bochecha na Cumbuquinha Mix de carnes bovinas desfiadas, triângulos de milho frito com parmesão, crispy de alho-poró, aioli de limão-siciliano
Tijuca;On Tap Pub;Rua Major Ávila, 455 | Tijuca, Rio de Janeiro - RJ;Maré Mansa Releitura de um clássico dos bares: 3 dadinhos de arroz fritos, cada um deles com camarão bem picadinho com maionese de limão-siciliano, cebolete e
Copacabana;Os Imortais;Rua Ronald de Carvalho, 147 | Copacabana, Rio de Janeiro - RJ;XinXim di Mainha Frango com temperos baianos, em um caldo de camarão seco com castanha-de-caju e amendoim, com um leve toque de azeite de dendê.
Paquetá;Pastelaria do Lido;Praia José Bonifácio, 59 | Paquetá, Rio de Janeiro - RJ;Trio Fantástico Camarões, polvo e mexilhões em um vinagrete mediterrâneo ao pesto, acompanhados de torradinhas de pão italiano.
Vargem Grande;Queijaria de Vargem Grande;Estrada dos Bandeirantes, 24047 | Vargem Grande, Rio de Janeiro - RJ;TREM BÃO Trio de massa caseira servido em cestinhos crocantes, com 3 versões de recheios. Uma mistura da culinária mineira, acompanhada de um "cadim" de
Grajaú;Quintal DuGraja;Rua Caçapava, 2 | Grajaú, Rio de Janeiro - RJ;Jambalaia a moda quintal Refogado de camarões, bacon e linguiça calabresa e paio, com queijo coalho grelhado, no tempero Cajun, símbolo da culinária da
Ribeira;Quiosque do Luiz;Rua Paramopama, 365  | Ribeira, Rio de Janeiro - RJ;Guacarresmo Torresmo frito em barra acompanhado de guacamole.
Freguesia (Jacarepaguá);Raízes Gastrobar;Estrada dos Três Rios, 470 | Freguesia (Jacarepaguá), Rio de Janeiro - RJ;Buteco in festa Costela bovina temperada e desfiada, bacon em cubos e queijo muçarela, enrolados em massa artesanal com leve toque de limão-siciliano,
Olaria;Reginaldo’s Bar;Rua João Silva, 162 | Olaria, Rio de Janeiro - RJ;Deu moela no cajueiro Quatro bolos de croquete de moela com geleia de caju com "chero".
Encantado;Rei do Bacalhau;Rua Guilhermina, 596 | Encantado, Rio de Janeiro - RJ;Ventapá de Bacalhau Vatapá com lascas de bacalhau temperado.
Tijuca;Sabará;Rua Almirante Gavião, 11 | Tijuca, Rio de Janeiro - RJ;No Sufoco do Boteco Torrada recheada com bacalhau, camarão e especiarias gratinados.
Catete;Selo de Ouro;Rua Artur Bernardes, 58 | Catete, Rio de Janeiro - RJ;Rabo de Ouro Farofa de cuscuz recheada com rabada com molho pesto de agrião.
N/D;Seu Cristóvão;Rua São Cristóvão, 291 | Rio de Janeiro - RJ;Coração di buteco Coração de galinha ao molho de ostra e pimenta-de-cheiro.
Cachambi;Spettinho Original;Rua Cachambi, 409 | Cachambi, Rio de Janeiro - RJ;Ai que sacanagem! Mini-espetinhos empanados de sacanagem com camarão e bacon com molho com toque de gorgonzola e pimenta.
Grajaú;Tártaros Bar e Grill;Rua Grajaú, 22 | Grajaú, Rio de Janeiro - RJ;Onde há fumaça... Há festa!!! Cestinha de massa crocante com frango cremoso defumado com alho-poró e Catupiry original. Com torresmo e teriyaki de rapadura.
Copacabana;Tasca Carvalho;Rua Ronald de Carvalho, 266 | Copacabana, Rio de Janeiro - RJ;Espeta com o pau e lambe os beiços Carne de porco, salsicha e linguiça frita, servidas com um molho especial. Acompanha uma farofa com crispy de beterraba e
Taquara;Tibar Taquara;Rua Salinópolis, 148 | Taquara, Rio de Janeiro - RJ;Churrasquinho do Mar Deliciosas kaftas de peixe, camarão e bacalhau, com molho de queijo para acompanhar.
Tijuca;Tio Juca;Rua General Espírito Santo Cardoso, 438 | Tijuca, Rio de Janeiro - RJ;Olha a Sardinha!! Bolinho de sardinha com maionese de lemon pepper e uma geleia irresistível de maracujá com pimenta dedo-de-moça.
Vargem Grande;Tô na Boa;Rua Luís Borracha, 722 | Vargem Grande, Rio de Janeiro - RJ;Fé no boteco! Ensopado de banana verde, com caponata de jiló e batata-doce chips.
N/D;Tonamata;Estrada Pacuí, 880 | Rio de Janeiro - RJ;Saberes e Sabores de um BRASIL Plural – Uma grande homenagem aos 25 anos do Comida Di Buteco em uma VIAGEM pelo BRASIL. 5 tipos de bolinhos, representando as
Todos os Santos;Varandão do Mozoca;Rua Adriano, 235 | Todos os Santos, Rio de Janeiro - RJ;Croquete do Mozoca Bolinho de carne desfiada.
N/D;Varandão do Valqueire;Rua Jambeiro, 433 | Rio de Janeiro - RJ;Rabada a pururuca Rabada desfiada à pururuca acompanhada ao molho di buteco.
Centro;Victor Bar;Rua Riachuelo, 32 | Centro, Rio de Janeiro - RJ;O Sabor do Sucesso Cesta crocante recheada com lombo suíno desfiado e marinado em ervas finas, finalizado com cachaça de jambu em uma cama com pasta de cream
Tanque;Vigal Bar;Rua Lopo Saraiva, 179 | Tanque, Rio de Janeiro - RJ;Porquinho na cuxxxtela da vaca 3 bolinhos de costela cremosos, cada um recheado com um tipo de queijo (gorgonzola, coalho e muçarela) empanados na farinha de
Glória;Vila Rica;Rua Cândido Mendes, 16 | Glória, Rio de Janeiro - RJ;Trio trem bão Três minipães de polvilho com queijo, recheados com três sabores e três opções de acompanhamentos. Recheios: ragu de linguiça, abobrinha com
Benfica;Zinho Bier;Rua São Luiz Gonzaga, 2330 | Benfica, Rio de Janeiro - RJ;Presentes do Zinho Um kit com duas coxinhas de costela suína no bafo, sem massa, com molho cremoso de limão-siciliano, e dois quibes de costela, à la ZINHO
